1,Gabriel Dos Santos,BRA,DF,25
571,Neal Maupay,FRA,FW,26
572,Tom Davies,ENG,MF,24
573,Mason Holgate,ENG,DF,26
574,Abdoulaye Doucouré,MLI,MF,30
575,Yerry Mina,COL,DF,28
576,Ben Godfrey,ENG,DF,25
577,Salomón Rondón,VEN,FW,33
578,Asmir Begović,BIH,GK,35
579,James Garner,ENG,MF,21
580,Dele Alli,ENG,MF,26
581,Isaac Price,NIR,MF,19
582,Rúben Vinagre,POR,"DF,MF",23
583,Thomas Cannon,IRL,FW,20
584,Michael Keane,ENG,DF,30
585,Ellis Simms,ENG,FW,22
586,Kyle Alex John,ENG,DF,21
587,Allan,BRA,"DF,MF",32
588,Jean-Philippe Gbamin,CIV,"DF,MF",27
589,André Gomes,POR,MF,29
590,Eldin Jakupović,SUI,GK,38
591,Stanley Mills,ENG,MF,19
592,Lewis Warrington,ENG,MF,20
593,Reece Welch,ENG,DF,19
594,Jefferson Lerma,COL,"MF,DF",28
595,Adam Smith,ENG,DF,31
596,Philip Billing,DEN,"MF,FW",26
597,Chris Mepham,WAL,DF,25
598,Lewis Cook,ENG,MF,26
599,Marcos Senesi,ARG,DF,25
600,Dominic Solanke,ENG,"FW,MF",25
601,Marcus Tavernier,ENG,"MF,FW",23
602,Jordan Zemura,ZIM,DF,23
603,Kieffer Moore,WAL,FW,30
604,Ryan Christie,SCO,"MF,FW",27
605,Neto,BRA,GK,33
606,Mark Travers,IRL,GK,23
607,Lloyd Kelly,ENG,DF,24
608,Jaidon Anthony,ENG,"MF,FW",23
609,Ryan Fredericks,ENG,DF,30
610,Jack Stacey,ENG,DF,26
611,Ben Pearson,ENG,MF,28
612,Jack Stephens,ENG,DF,29
613,Dango Ouattara,BFA,MF,20
614,Joe Rothwell,ENG,"MF,DF",28
615,Antoine Semenyo,GHA,FW,23
616,Hamed Junior Traorè,CIV,FW,22
617,Siriki Dembélé,CIV,"FW,MF",26
618,Junior Stanislas,ENG,MF,33
619,Jamal Lowe,JAM,"MF,FW",28
620,Matías Viña,URU,MF,25
621,Owen Bevan,WAL,DF,19
622,Emiliano Marcondes,DEN,MF,27
623,Daniel Adu-Adjei,ENG,FW,17
624,Michael DaCosta,ESP,FW,17
625,Will Dennis,ENG,GK,22
626,Ben Greenwood,IRL,DF,19
627,James Hill,ENG,DF,21
628,Cameron Plain,ENG,GK,20
629,Euan Pollock,ENG,FW,20
630,Dominic Sadi,ENG,MF,19
631,Christian Saydee,LBR,FW,20
632,Maxwell Wellings,ENG,DF,18
633,Gavin Bazunu,IRL,GK,20
634,James Ward-Prowse,ENG,MF,28
635,Mohammed Salisu,GHA,DF,23
636,Che Adams,SCO,FW,26
637,Mohamed Elyounoussi,NOR,"MF,FW",28
638,Kyle Walker-Peters,ENG,DF,25
639,Romain Perraud,FRA,DF,25
640,Armel Bella Kotchap,GER,DF,21
641,Adam Armstrong,ENG,FW,25
642,Joe Aribo,NGA,"MF,FW",26
643,Roméo Lavia,BEL,MF,19
644,Ibrahima Diallo,FRA,MF,23
645,Stuart Armstrong,SCO,"MF,FW",30
646,Duje Ćaleta-Car,CRO,DF,26
647,Lyanco,BRA,DF,26
648,Moussa Djenepo,MLI,"DF,FW",24
649,Ainsley Maitland-Niles,ENG,"MF,DF",25
650,Samuel Edozie,ENG,"FW,MF",20
651,Sekou Mara,FRA,"FW,MF",20
652,Jan Bednarek,POL,DF,26
653,Juan Larios,ESP,DF,19
654,Theo Walcott,ENG,"FW,MF",33
655,James Bree,ENG,DF,25
656,Oriol Romeu,ESP,MF,31
657,Yan Valery,TUN,DF,23
658,Carlos Alcaraz,ARG,MF,20
659,Jack Stephens,ENG,DF,29
660,Paul Onuachu,NGA,FW,28
661,Kamaldeen Sulemana,GHA,MF,20
662,Mislav Oršić,CRO,MF,30
663,Nathan Redmond,ENG,DF,28
664,Willy Caballero,ARG,GK,41
665,Ryan Finnigan,ENG,MF,19
666,Alex McCarthy,ENG,GK,33
667,Jimmy Morgan,ENG,FW,17
668,Lewis Payne,ENG,DF,18
669,Alex Meret,ITA,GK,25
670,Giovanni Di Lorenzo,ITA,DF,29
671,Kim Min-jae,KOR,DF,26
672,Stanislav Lobotka,SVK,MF,28
673,Andre-Frank Zambo Anguissa,CMR,MF,27
674,Victor Osimhen,NGA,FW,24
675,Mário Rui,POR,DF,31
676,Piotr Zieliński,POL,MF,28
677,Khvicha Kvaratskhelia,GEO,FW,21
678,Amir Rrahmani,KVX,DF,28
679,Hirving Lozano,MEX,FW,27
680,Matteo Politano,ITA,FW,29
681,Juan Jesus,BRA,DF,31
682,Giacomo Raspadori,ITA,"FW,MF",22
683,Elif Elmas,MKD,"FW,MF",23
684,Tanguy Ndombele,FRA,MF,26
685,Mathías Olivera,URU,DF,25
686,Leo Skiri Østigård,NOR,DF,23
687,Giovanni Simeone,ARG,FW,27
688,Alessio Zerbin,ITA,FW,23
689,Gianluca Gaetano,ITA,MF,22
690,Diego Demme,GER,MF,31
691,Adam Ounas,ALG,FW,26
692,Alessandro Zanoli,ITA,DF,22
693,Bartosz Bereszyński,POL,"DF,FW",30
694,Pierluigi Gollini,ITA,GK,27
695,Hubert Idasiak,POL,GK,21
696,Davide Marfella,ITA,GK,23
697,Salvatore Sirigu,ITA,GK,36
698,Karim Zedadka,FRA,DF,22
699,Milan Škriniar,SVK,DF,27
700,Lautaro Martínez,ARG,FW,25
701,Nicolò Barella,ITA,MF,26
702,Hakan Çalhanoğlu,TUR,MF,29
703,Federico Dimarco,ITA,DF,25
704,Edin Džeko,BIH,FW,36
705,Alessandro Bastoni,ITA,DF,23
706,Denzel Dumfries,NED,DF,26
707,André Onana,CMR,GK,26
708,Henrikh Mkhitaryan,ARM,MF,34
709,Francesco Acerbi,ITA,DF,34
710,Stefan de Vrij,NED,DF,31
711,Matteo Darmian,ITA,DF,33
712,Samir Handanović,SVN,GK,38
713,Marcelo Brozović,CRO,MF,30
714,Joaquín Correa,ARG,FW,28
715,Romelu Lukaku,BEL,FW,29
716,Roberto Gagliardini,ITA,MF,28
717,Kristjan Asllani,ALB,MF,20
718,Robin Gosens,GER,DF,28
719,Danilo D'Ambrosio,ITA,DF,34
720,Raoul Bellanova,ITA,"DF,MF",22
721,Valentin Carboni,ITA,"MF,FW",17
722,Lucien Agoume,FRA,MF,20
723,Nikolaos Botis,GRE,GK,18
724,Gabriel Brazão,BRA,GK,22
725,Alex Cordaz,ITA,GK,40
726,Dennis Curatolo,ITA,FW,18
727,Alessandro Fontanarosa,ITA,DF,20
728,Eddie Salcedo,ITA,FW,21
729,Aleksandar Stanković,SRB,FW,17
730,Mattia Zanotti,ITA,DF,20
731,Rui Patrício,POR,GK,34
732,Bryan Cristante,ITA,MF,27
733,Gianluca Mancini,ITA,DF,26
734,Chris Smalling,ENG,DF,33
735,Roger Ibanez,BRA,DF,24
736,Lorenzo Pellegrini,ITA,MF,26
737,Tammy Abraham,ENG,FW,25
738,Paulo Dybala,ARG,"MF,FW",29
739,Nicola Zalewski,POL,DF,21
740,Nicolò Zaniolo,ITA,"MF,FW",23
741,Nemanja Matić,SRB,MF,34
742,Zeki Çelik,TUR,DF,25
743,Leonardo Spinazzola,ITA,DF,29
744,Rick Karsdorp,NED,DF,27
745,Mohamed Camara,GUI,MF,25
746,Stephan El Shaarawy,ITA,"DF,MF",30
747,Andrea Belotti,ITA,FW,29
748,Cristian Volpato,ITA,MF,19
749,Marash Kumbulla,ALB,DF,23
750,Edoardo Bove,ITA,MF,20
751,Benjamin Tahirovic,SWE,MF,19
752,Eldor Shomurodov,UZB,FW,27
753,Matías Viña,URU,DF,25
754,Georginio Wijnaldum,NED,MF,32
755,Ola Solbakken,NOR,FW,24
756,Diego Llorente,ESP,DF,29
757,Felix Afena-Gyan,GHA,FW,20
758,Pietro Boer,ITA,GK,20
759,Luigi Cherubini,ITA,FW,19
760,Giacomo Faticanti,ITA,MF,18
761,Dimitrios Keramitsis,GRE,DF,18
762,Jordan Majchrzak,POL,FW,18
763,Filippo Missori,ITA,DF,18
764,Jan Oliveras,ESP,DF,18
765,Mile Svilar,SRB,GK,23
766,Filippo Tripi,ITA,MF,21
767,Ivan Provedel,ITA,GK,28
768,Adam Marušić,MNE,DF,30
769,Alessio Romagnoli,ITA,DF,28
770,Sergej Milinković-Savić,SRB,MF,27
771,Felipe Anderson,BRA,FW,29
772,Mattia Zaccagni,ITA,"FW,MF",27
773,Danilo Cataldi,ITA,MF,28
774,Manuel Lazzari,ITA,DF,29
775,Nicolò Casale,ITA,DF,24
776,Ciro Immobile,ITA,FW,32
777,Luis Alberto,ESP,MF,30
778,Pedro,ESP,FW,35
779,Matías Vecino,URU,MF,31
780,Patric,ESP,DF,29
781,Elseid Hysaj,ALB,DF,28
782,Toma Bašić,CRO,MF,26
783,Marcos Antônio,BRA,MF,22
784,Matteo Cancellieri,ITA,FW,20
785,Luka Romero,ARG,FW,18
786,Luís Maximiano,POR,GK,24
787,Mario Gila,ESP,DF,22
788,Ștefan Radu,ROU,DF,36
789,Marius Adamonis,LTU,GK,25
790,Djavan Anderson,NED,"DF,MF",27
791,Marco Bertini,ITA,MF,20
792,Mohamed Fares,ALG,"DF,FW",26
793,Romano Floriani,ITA,DF,20
794,Dimitrije Kamenović,SRB,DF,22
795,Federico Magro,ITA,GK,18
796,Raúl Moro,ESP,FW,20
797,Luca Pellegrini,ITA,"DF,MF",23
798,Teun Koopmeiners,NED,MF,24
799,Marten de Roon,NED,MF,31
800,Rafael Tolói,ITA,DF,32
801,Hans Hateboer,NED,DF,29
802,Juan Musso,ARG,GK,28
803,Ademola Lookman,NGA,"FW,MF",25
804,Giorgio Scalvini,ITA,"DF,MF",19
805,Merih Demiral,TUR,DF,24
806,Joakim Mæhle,DEN,"DF,MF",25
807,Mario Pašalić,CRO,"MF,FW",27
808,Éderson,BRA,"MF,FW",23
809,Rasmus Højlund,DEN,FW,20
810,Caleb Okoli,ITA,DF,21
811,Duván Zapata,COL,FW,31
812,Brandon Soppy,FRA,DF,20
813,Marco Sportiello,ITA,GK,30
814,Luis Muriel,COL,FW,31
815,Ruslan Malinovskyi,UKR,"MF,FW",29
816,Berat Djimsiti,ALB,DF,29
817,José Luis Palomino,ARG,DF,33
818,Matteo Ruggeri,ITA,"DF,MF",20
819,Jeremie Boga,CIV,"MF,FW",26
820,Davide Zappacosta,ITA,"DF,MF",30
821,Nadir Zortea,ITA,"DF,MF",23
822,Tommaso Bertini,ITA,GK,19
823,Francesco Rossi,ITA,GK,31
824,Lukáš Vorlický,CZE,FW,21
825,Fikayo Tomori,ENG,DF,25
826,Theo Hernández,FRA,DF,25
827,Pierre Kalulu,FRA,DF,22
828,Sandro Tonali,ITA,MF,22
829,Rafael Leão,POR,"FW,MF",23
830,Ismaël Bennacer,ALG,MF,25
831,Olivier Giroud,FRA,FW,36
832,Ciprian Tătărușanu,ROU,GK,36
833,Brahim Díaz,ESP,MF,23
834,Davide Calabria,ITA,DF,26
835,Junior Messias,BRA,"FW,DF",31
836,Rade Krunić,BIH,"MF,FW",29
837,Mike Maignan,FRA,GK,27
838,Alexis Saelemaekers,BEL,"FW,DF",23
839,Simon Kjær,DEN,DF,33
840,Charles De Ketelaere,BEL,"MF,FW",21
841,Matteo Gabbia,ITA,DF,23
842,Tommaso Pobega,ITA,MF,23
843,Divock Origi,BEL,FW,27
844,Ante Rebić,CRO,FW,29
845,Sergiño Dest,USA,DF,22
846,Fodé Ballo-Touré,SEN,DF,26
847,Malick Thiaw,GER,DF,21
848,Yacine Adli,FRA,"MF,FW",22
849,Alessandro Florenzi,ITA,DF,31
850,Aster Vranckx,BEL,MF,20
851,Marko Lazetić,SRB,FW,19
852,Tiemoué Bakayoko,FRA,MF,28
853,Andrea Bozzolan,ITA,DF,18
854,Andreas Jungdal,DEN,GK,20
855,Antonio Mirante,ITA,GK,39
856,Lapo Nava,ITA,GK,19
857,Devis Vásquez,COL,GK,24
858,Vanja Milinković-Savić,SRB,GK,25
859,Nikola Vlašić,CRO,"MF,FW",25
860,Koffi Djidji,CIV,DF,30
861,Alessandro Buongiorno,ITA,DF,23
862,Karol Linetty,POL,MF,28
863,Perr Schuurs,NED,DF,23
864,Ricardo Rodríguez,SUI,DF,30
865,Samuele Ricci,ITA,MF,21
866,Saša Lukić,SRB,MF,26
867,Aleksei Miranchuk,RUS,MF,27
868,Valentino Lazaro,AUT,DF,26
869,Antonio Sanabria,PAR,FW,26
870,Wilfried Singo,CIV,DF,22
871,Mërgim Vojvoda,KVX,DF,28
872,Nemanja Radonjić,SRB,"MF,FW",26
873,Ola Aina,NGA,DF,26
874,Demba Seck,SEN,"FW,MF",21
875,David Zima,CZE,DF,22
876,Pietro Pellegri,ITA,FW,21
877,Michel Ndary Adopo,FRA,"MF,DF",22
878,Yann Karamoh,FRA,"FW,MF",24
879,Emirhan İlkhan,TUR,MF,18
880,Brian Bayeye,FRA,DF,22
881,Jacopo Segre,ITA,DF,25
882,Ronaldo Vieira,GNB,MF,24
883,Etrit Berisha,ALB,GK,33
884,Ali Dembélé,FRA,DF,19
885,Simone Edera,ITA,MF,26
886,Matteo Fiorenza,,GK,19
887,Matt Garbett,NZL,MF,20
888,Luca Gemello,ITA,GK,22
889,Gvidas Gineitis,LTU,MF,18
890,Andrew Gravillon,GLP,DF,25
891,Caumenan N'Guessan,FRA,DF,19
892,Sebastian Wade,ESP,DF,19
893,Marco Silvestri,ITA,GK,31
894,Walace,BRA,MF,27
895,Nehuén Pérez,ARG,DF,22
896,Roberto Pereyra,ARG,"DF,MF",32
897,Iyenoma Udogie,ITA,DF,20
898,Jaka Bijol,SVN,DF,24
899,Rodrigo Becão,BRA,DF,27
900,Gerard Deulofeu,ESP,FW,28
901,Isaac Success,NGA,FW,27
902,Beto,GNB,FW,25
903,Sandi Lovrić,SVN,MF,24
904,Jean-Victor Makengo,FRA,MF,24
905,Tolgay Arslan,GER,MF,32
906,Enzo Ebosse,CMR,DF,23
907,Lazar Samardzic,GER,MF,20
908,Kingsley Ehizibue,NED,DF,27
909,Adam Masina,MAR,DF,29
910,Bram Nuytinck,NED,DF,32
911,Brandon Soppy,FRA,DF,20
912,Ilija Nestorovski,MKD,"FW,MF",32
913,Mato Jajalo,BIH,MF,34
914,Festy Ebosele,IRL,DF,20
915,Florian Thauvin,FRA,"MF,DF",30
916,Simone Pafundi,ITA,MF,16
917,Vivaldo Semedo,POR,FW,18
918,James Abankwah,IRL,DF,19
919,Filip Benković,CRO,DF,25
920,Leonardo Buta,POR,DF,20
921,Axel Guessand,FRA,DF,18
922,Daniele Padelli,ITA,GK,37
923,Martin Palumbo,NOR,MF,20
924,Edoardo Piana,ITA,GK,19
925,Łukasz Skorupski,POL,GK,31
926,Jhon Lucumí,COL,DF,24
927,Gary Medel,CHI,"MF,DF",35
928,Nicolás Domínguez,ARG,MF,24
929,Adama Soumaoro,FRA,DF,30
930,Stefan Posch,AUT,DF,25
931,Marko Arnautović,AUT,FW,33
932,Jerdy Schouten,NED,MF,26
933,Andrea Cambiaso,ITA,DF,22
934,Riccardo Orsolini,ITA,FW,26
935,Lewis Ferguson,SCO,MF,23
936,Roberto Soriano,ITA,"FW,MF",32
937,Charalambos Lykogiannis,GRE,DF,29
938,Musa Barrow,GAM,"FW,MF",24
939,Michel Aebischer,SUI,"FW,MF",26
940,Lorenzo De Silvestri,ITA,DF,34
941,Nicola Sansone,ITA,FW,31
942,Joshua Zirkzee,NED,FW,21
943,Nikola Moro,CRO,MF,24
944,Kevin Bonifazi,ITA,DF,26
945,Denso Kasius,NED,DF,20
946,Joaquin Sosa,URU,DF,21
947,Emanuel Vignato,ITA,"MF,FW",22
948,Niklas Pyyhtiä,FIN,MF,19
949,Giorgos Kyriakopoulos,GRE,FW,27
950,Wisdom Amey,ITA,DF,17
951,Matteo Angeli,ITA,DF,20
952,Nicola Bagnolini,ITA,GK,18
953,Francesco Bardi,ITA,GK,31
954,Ibrahima Mbaye,SEN,"DF,MF",28
955,Mattia Motolese,ITA,DF,18
956,Francesco Raffaelli,ITA,GK,17
957,Antonio Raimondo,ITA,FW,18
958,Federico Ravaglia,ITA,GK,23
959,Kacper Urbanski,POL,MF,18
960,Danilo,BRA,DF,31
961,Filip Kostić,SRB,"DF,FW",30
962,Gleison Bremer,BRA,DF,25
963,Manuel Locatelli,ITA,MF,25
964,Adrien Rabiot,FRA,MF,27
965,Wojciech Szczęsny,POL,GK,32
966,Alex Sandro,BRA,DF,32
967,Juan Cuadrado,COL,"DF,FW",34
968,Weston McKennie,USA,"MF,DF",24
969,Dušan Vlahović,SRB,FW,23
970,Arkadiusz Milik,POL,FW,28
971,Fabio Miretti,ITA,"MF,FW",19
972,Moise Kean,ITA,FW,22
973,Ángel Di María,ARG,FW,34
974,Mattia De Sciglio,ITA,DF,30
975,Leonardo Bonucci,ITA,DF,35
976,Mattia Perin,ITA,GK,30
977,Nicolò Fagioli,ITA,MF,21
978,Federico Gatti,ITA,DF,24
979,Leandro Paredes,ARG,MF,28
980,Daniele Rugani,ITA,DF,28
981,Matìas Soulé,ARG,"MF,DF",19
982,Federico Chiesa,ITA,"DF,FW",25
983,Denis Zakaria,SUI,MF,26
984,Samuel Iling-Junior,ENG,"DF,MF",19
985,Nicolò Rovella,ITA,MF,21
986,Tommaso Barbieri,ITA,DF,20
987,Enzo Barrenechea,ARG,MF,21
988,Mattia Compagnon,ITA,MF,21
989,Cosimo Marco Da Graca,ITA,FW,20
990,Giovanni Garofani,ITA,GK,20
991,Carlo Pinsoglio,ITA,GK,32
992,Paul Pogba,FRA,MF,29
993,Alessandro Riccio,ITA,DF,21
994,Simone Scaglia,ITA,GK,18
995,Michele Di Gregorio,ITA,GK,25
996,Carlos,BRA,DF,24
997,Matteo Pessina,ITA,MF,25
998,Gianluca Caprari,ITA,"MF,FW",29
999,Luca Caldirola,ITA,DF,32
1000,Patrick Ciurria,ITA,"DF,MF",27
1001,Armando Izzo,ITA,DF,30
1002,Marlon,BRA,DF,27
1003,Pablo Marí,ESP,DF,29
1004,Stefano Sensi,ITA,MF,27
1005,Dany Mota,POR,"FW,MF",24
1006,Samuele Birindelli,ITA,DF,23
1007,Nicolò Rovella,ITA,MF,21
1008,Andrea Petagna,ITA,FW,27
1009,Pepín,EQG,MF,26
1010,Filippo Ranocchia,ITA,MF,21
1011,Andrea Colpani,ITA,MF,23
1012,Andrea Barberis,ITA,MF,29
1013,Marco D'Alessandro,ITA,"DF,FW",31
1014,Christian Gytkjær,DEN,FW,32
1015,Mattia Valoti,ITA,MF,29
1016,Giulio Donati,ITA,DF,33
1017,Luca Marrone,ITA,DF,32
1018,Salvatore Molina,ITA,DF,31
1019,Valentin Antov,BUL,DF,22
1020,Andrea Carboni,ITA,DF,22
1021,Andrea Ranocchia,ITA,DF,34
1022,Warren Bondo,FRA,MF,19
1023,Samuele Vignato,ITA,"FW,MF",18
1024,Franco Carboni,ITA,FW,19
1025,Leonardo Colombo,ITA,MF,17
1026,Alessio Cragno,ITA,GK,28
1027,Gabriele Ferrarini,ITA,DF,22
1028,Alessandro Sorrentino,ITA,GK,20
1029,Guglielmo Vicario,ITA,GK,26
1030,Fabiano Parisi,ITA,DF,22
1031,Sebastiano Luperto,ITA,DF,26
1032,Filippo Bandinelli,ITA,MF,27
1033,Martin Satriano,URU,FW,21
1034,Răzvan Marin,ROU,MF,26
1035,Ardian Ismajli,ALB,DF,26
1036,Petar Stojanović,SVN,DF,27
1037,Sam Lammers,NED,FW,25
1038,Tommaso Baldanzi,ITA,MF,19
1039,Nicolas Haas,SUI,MF,27
1040,Koni De Winter,BEL,DF,20
1041,Nedim Bajrami,ALB,"MF,FW",23
1042,Tyronne Ebuehi,NGA,DF,27
1043,Liam Henderson,SCO,MF,26
1044,Jean-Daniel Akpa-Akpro,CIV,MF,30
1045,Francesco Caputo,ITA,"FW,MF",35
1046,Alberto Grassi,ITA,MF,27
1047,Mattia Destro,ITA,FW,31
1048,Marko Pjaca,CRO,"MF,FW",27
1049,Nicolò Cambiaghi,ITA,"FW,MF",22
1050,Jacopo Fazzini,ITA,MF,19
1051,Liberato Cacace,NZL,DF,22
1052,Sebastian Walukiewicz,POL,DF,22
1053,Roberto Piccoli,ITA,FW,22
1054,Emmanuel Ekong,SWE,"FW,MF",20
1055,Duccio Degli Innocenti,ITA,MF,19
1056,Samuele Angori,ITA,DF,19
1057,Giovanni Crociata,ITA,MF,25
1058,Gabriele Guarino,ITA,DF,18
1059,Gabriele Indragoli,ITA,DF,18
1060,Gian Marco Fantoni,ITA,GK,19
1061,Davide Merola,ITA,FW,22
1062,Herculano Nabian,POR,FW,19
1063,Samuele Perisan,ITA,GK,25
1064,Jacopo Seghetti,ITA,GK,17
1065,Leo Štulac,SVN,MF,28
1066,Samir Ujkani,KVX,GK,34
1067,Emanuel Vignato,ITA,MF,22
1068,Cristiano Biraghi,ITA,DF,30
1069,Pietro Terracciano,ITA,GK,32
1070,Christian Kouamé,CIV,FW,25
1071,Giacomo Bonaventura,ITA,MF,33
1072,Dodô,BRA,DF,24
1073,Nikola Milenković,SRB,DF,25
1074,Sofyan Amrabat,MAR,MF,26
1075,Lucas Martínez Quarta,ARG,DF,26
1076,Jonathan Ikone,FRA,FW,24
1077,Igor,BRA,DF,25
1078,Luka Jović,SRB,"FW,MF",25
1079,Antonín Barák,CZE,MF,28
1080,Rolando Mandragora,ITA,MF,25
1081,Riccardo Saponara,ITA,FW,31
1082,Arthur,BRA,FW,24
1083,Alfred Duncan,GHA,MF,29
1084,Lorenzo Venuti,ITA,DF,27
1085,Riccardo Sottil,ITA,FW,23
1086,Nicolás González,ARG,"FW,MF",24
1087,Youssef Maleh,ITA,MF,24
1088,Pierluigi Gollini,ITA,GK,27
1089,Aleksa Terzić,SRB,DF,23
1090,Luca Ranieri,ITA,DF,23
1091,Alessandro Bianco,ITA,MF,20
1092,Marco Benassi,ITA,DF,28
1093,Gaetano Castrovilli,ITA,MF,25
1094,Szymon Żurkowski,POL,MF,25
1095,Josip Brekalo,CRO,FW,24
1096,Lorenzo Amatucci,ITA,MF,19
1097,Michele Cerofolini,ITA,GK,24
1098,Filippo Distefano,ITA,FW,19
1099,Costantino Favasuli,ITA,MF,18
1100,Michael Kayode,ITA,DF,18
1101,Dimo Krastev,BUL,MF,19
1102,Tommaso Martinelli,ITA,GK,17
1103,Matija Nastasić,SRB,DF,29
1104,Salvatore Sirigu,ITA,GK,36
1105,Federico Baschirotto,ITA,DF,26
1106,Wladimiro Falcone,ITA,GK,27
1107,Valentin Gendrey,FRA,DF,22
1108,Morten Hjulmand,DEN,MF,23
1109,Joan Gonzàlez,ESP,MF,21
1110,Gabriel Strefezza,BRA,"FW,MF",25
1111,Antonino Gallo,ITA,DF,23
1112,Alexis Blin,FRA,"MF,DF",26
1113,Federico Di Francesco,ITA,"FW,MF",28
1114,Lameck Banda,ZAM,"FW,MF",22
1115,Lorenzo Colombo,ITA,FW,20
1116,Assan Ceesay,GAM,FW,28
1117,Samuel Umtiti,FRA,DF,29
1118,Marin Pongračić,CRO,DF,25
1119,Giuseppe Pezzella,ITA,DF,25
